label,text
SARCASM,Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed
SARCASM,"We get it ESPN. Sawx and Yanks. 

Let's go meteor."
NOT_SARCASM,Baffles me as to why ANY retailers still use Hermes as their chosen courier 😑
NOT_SARCASM,RIP spider man 💀 https://t.co/GI0ZLhBxdp
NOT_SARCASM,Newfound desire to study so I can walk home when it is still SNOWING
SARCASM,my super power is always biting into the sour cream side of the burrito no matter what
NOT_SARCASM,If Nick Lachey wins TMS I will be so bitter.
SARCASM,"Dear @krispykremeUK,

I see your enticing #Thanksgiving offer that ends on 2 Dec.

I wanted to ask if you're aware that #Chanukah starts on 10 Dec, continues for 8 days &amp; that traditional Chanukah fare is actually #DOUGHNUTS ?? 🍩🍩

#justsaying #AskingForAFriend  #opportunity"
SARCASM,does ur dad hate you for no reason or are you normal?
SARCASM,@rickyberwick And you said Donald trump was racist 😑
SARCASM,"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I"
NOT_SARCASM,i can see the finish line
NOT_SARCASM,i love my friends
NOT_SARCASM,Can we girlboss medusa
SARCASM,Just like to congratulate everyone on the Kop today for the fastest ever Poor Scouser Tommy. Slow the fuck down
SARCASM,2 busy working 2 care
NOT_SARCASM,started taking my medicine again let’s see if i stick to it this time ‼️
NOT_SARCASM,"Piers Morgan getting grief for his comments on silver and bronze medals.

But, ask the average person to name 10 British Olympians and they’ll rattle off 10 gold medalists."
NOT_SARCASM,#JoanneWorldTour I've literally been refreshing twitter for 2 hours Oh. My. God.
NOT_SARCASM,This will haunt me forever !!!!!! #untildawn #scared #twitch https://t.co/AoXmXF8PDv
NOT_SARCASM,Finally listening to Luke’s album and I really like it.. very vibey
NOT_SARCASM,Listening to the rain when you're tucked up in bed is one of life's simplest pleasures ☔️
SARCASM,Has any couple ever put furniture together and stayed together afterwards??? Asking for myself
NOT_SARCASM,What the fuck is this Twitter update
SARCASM,Idk how some girls put on makeup everyday. Is it just to take selfies or have you just not discovered netflix yet?
NOT_SARCASM,"Watching all these important venues closing over time sucks horribly, but this one hurts. Fuck. #FabricReview"
NOT_SARCASM,"A Christmas story. About three years ago my Mum told me that she’d bought me a present: she wasn’t sure if I’d like it, whether it was my kind of thing or not, but she’d loved it so she’d bought it and put it away. And then she lost it. https://t.co/r9lxwYE7p7"
NOT_SARCASM,hot take but the taylor swift cardigan looks like something from Justice
NOT_SARCASM,"@dave26318632 I don’t get anywhere near £500 a month on UC though. I basically get told “you get what you get, and if you don’t like it you can fuck off and die.”

One thing’s for certain, I wouldn’t cross a puddle for the benefits I’m on, let alone the Channel."
SARCASM,"You know the one thing I really wish I could see? I want  a Piers Morgan esque interview with #LilleeJean where she's forced to explain her shitty behaviour and see if she storms off or comes up with some BS to make her look cute and innocent.

It'd be a fun watch."
NOT_SARCASM,Off to london today for the Aurora Programme! See all you girl bosses there! 💁🏽‍♀️💕 #Iamaurora
NOT_SARCASM,Definitely the best #WWERaw  match in a long ass time. Glad Damien Priest is getting some shine.
NOT_SARCASM,#McflyAllAboutUs got me right in the feels ❤️
SARCASM,I just love falling up the stairs 😑
NOT_SARCASM,"I’ve spent a thousand dollars in four days and the vet has given me an estimate that it will be an additional thousand over the next couple months for treatment 

Your generosity has been so helpful, I appreciate everyone who’s helped however they can!"
SARCASM,All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!
SARCASM,yeah your girl is fine but does she pass out while giving blood
NOT_SARCASM,@Jamie0Sharp Always ❤️
NOT_SARCASM,The Golden Girls theme song gets me so hype
NOT_SARCASM,cold weather please hurry i want to wear sweaters again 🙏🏽
NOT_SARCASM,rhapsody in blue x george gershwin is such a beautiful song ahhhhhhhh
SARCASM,"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current."
NOT_SARCASM,Upstate NY hospital to stop delivering babies after September 24th https://t.co/pZRmNxQr89
NOT_SARCASM,"Why do people keep posting TikToks with their HEADPHONE WIRES ALL KNOTTED????? I CAN NOT COPE WITH THIS, why wouldn’t you sort out that wirey mess pls🥺🥺"
SARCASM,just wondering how to get my diss down by 1500 words .. such fun
NOT_SARCASM,time for my 3 am gyoza
SARCASM,The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city
NOT_SARCASM,i'm going to be 21 tomorrow and i'm really just excited for cake.
NOT_SARCASM,just listened to my all straight friend group talk about boys for THREE HOURS i am DRAINED
NOT_SARCASM,Bring on diallo ffs. Nothing is working rn.
NOT_SARCASM,gonna finally put in my two weeks today 🙌
SARCASM,I do love it when my mum makes me spend my savings on beer 😒
NOT_SARCASM,Football is a rollercoaster. And all those losses and heartbreaks are all worth it for nights like this. #AVFC #AVLARS
SARCASM,I would do so much for people that would do absolutely nothing for me lol at least i know who my true friends are😀
SARCASM,"So, a country that is trillions in debt, with numbers approaching 13 million on surgical waiting lists and hurtling towards facism regime, is talking about rescuing people from a facist regime?"
SARCASM,i love 6 hour panic attacks
NOT_SARCASM,Happy New Year!
SARCASM,Will pessi sign for man city
SARCASM,"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time."
SARCASM,I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean
NOT_SARCASM,Guys literally confuse the SHIT out of me
NOT_SARCASM,@thecauseendures Everything goes to financial security to be able to afford decent  housing.
NOT_SARCASM,we're all just crewmates and our minds are the imposter
SARCASM,They really said you can’t have nice weather AND no lockdown for your bday this year huh
SARCASM,Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗
NOT_SARCASM,@radiox Bringing together 2 of the best things in life: tea and The Maccabees - Young Lyons
NOT_SARCASM,i love the word junction
NOT_SARCASM,Me and my mum just went through our cupboards to find some food for a food bank collection only to discover half of our food is out of date 😬😅
NOT_SARCASM,when i try to bond with my friends' boyfriends i feel like jane goodall
NOT_SARCASM,Last night I wanted a quesadilla so bad but I ate salad. Now though??? My time has come. I am eating a quesadilla.
SARCASM,Death by Zara fitting room
NOT_SARCASM,Meh…Drakes album. Don’t feel like there’s a song on there that I wanna listen to twice. Maybe it will grow on me 🤷🏼‍♀️
NOT_SARCASM,any of my oomfies wanna write my user on their thighs
SARCASM,Only posting selfie’s?? On YOUR own Instagram account?? Crazy right
SARCASM,Most people have security cameras for protection. Ours acts as a DVR
NOT_SARCASM,"Sorry for the overshare but life’s been miserable of late and I need a place to vent so buckle up cowboys, cowgirls, and cowpeople. I present to you: the last three weeks of my life."
NOT_SARCASM,My stepmom really needs to go in a home #SheCrazy #NeedsToGoInTheHome
NOT_SARCASM,I got an hour’s detention cause somebody set my hair on fire and I stood up to pat it out x https://t.co/5oEjQZ7R0j
NOT_SARCASM,The most wonderful time of the year ✨ in my element 🥰🎄 https://t.co/Lg40FMwaXI
NOT_SARCASM,I'M THINKING THIEVES #100T #LCS
NOT_SARCASM,just impulse bought a mandolin and in 3-5 buisness days i will impulse learn some jigs
NOT_SARCASM,"If you invite me to something with a Google Calendar invite, know that I will always join via the Google Meet link. Don't try to add other links in notes; learn how to use the software and then holla at me"
NOT_SARCASM,Everybody always talks about Devon Bostick’s portrayal of Rodrick in the Diary of a Wimpy Kid movies but nobody ever talks about how Devon Bostick played two separate characters in the Saw franchise
NOT_SARCASM,"how am i doing? well if you must know, i’m watching all the vids of harry singing fine line at his vegas concert and crying bc i can’t see him at american airlines."
NOT_SARCASM,Kyle is out of town so i made a baked ziti and ate it out of the pan and watched the first three Twilight movies last night
NOT_SARCASM,"@chrisrickett I suppose it won't harm his book sales either. It would be said in conversation with Madeley, perhaps it was a Freudian slip."
NOT_SARCASM,Happy New Year everyone!!! Bring on 2014!!
NOT_SARCASM,@itsmrevandaniel I can't believe people still don't genuinely hate every player from that Astros team.
SARCASM,I changed out of my pajamas today and I think that’s really brave
NOT_SARCASM,quackity stream is making me so genuinely happy rn
NOT_SARCASM,idk why but my norms wr skyrockets when I solo q
NOT_SARCASM,I can’t believe it’s been 20 years!!! I’m still as much in love with them now as I was back then 🤣 @officialblue they gave me the most amazing friend in @AriesBabe85! 💙💙💙💙 #20yearsofBlue
NOT_SARCASM,text all of your loved ones today &amp; tell them how much they mean to you. you never know when you won’t have that chance again
NOT_SARCASM,@MCFCJerrish @davidinho_21 Nah Dias deffo got juice last season
NOT_SARCASM,At this point I just feel bad for him 😂 https://t.co/nEt3JPAsAM
NOT_SARCASM,I reckon zoella will get engaged in New York this year
NOT_SARCASM,"Every episode of Curious George ever: the humans inexplicably leave a chimpanzee in charge of something important, wacky hijinks ensue."
NOT_SARCASM,this is going to be the longest and shortest 20 days of my life.
SARCASM,"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf."
SARCASM,bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar
NOT_SARCASM,who tf let me take summer session classes
NOT_SARCASM,"@sainsburys perhaps you could make your shop mobile and take essential items to hospitals, and other key places,  so it makes it easier for staff to get items they need"
NOT_SARCASM,im going to decorate my eribong wish me luck
SARCASM,The numbers talking to me!
NOT_SARCASM,"I wanted to be so much harsher about Zoom meetings.

https://t.co/fR3GcEjvOV"
NOT_SARCASM,Please please please show your support for my dad and his charity event. 7 sprint triathlons in 7 days - http://t.co/SxC8AhB8nA
NOT_SARCASM,drinking blue moon... eating tuna salad with crackers... living large right now
NOT_SARCASM,"#EconTwitter Job candidates: I already see some postings trickling in on @JOE_listings (and I’m always looking to procrastinate) so send me your papers for comment! My specialties are beh/exp and eship/innovation but I’ll read anything! Dms open, ✉️ djlee@udel.edu"
NOT_SARCASM,@gough_hayden This art is giving me Mario Strikers Charged concept art vibes. This is really nice!
SARCASM,love how badly i embarrass myself on nights out how iconic X
NOT_SARCASM,it’s time to address the main problem of homelessness: it makes me uncomfortable to see it
NOT_SARCASM,have to somehow become fluent in Spanish in these 2 weeks before school starts because i bullshit my way through my past 2 semesters in online classes. it just set in that i’ll be in class with native speakers and i am so embarrassed already
NOT_SARCASM,Less than 48 hours 'til Bonnaroo and I'm so hyped. 👌🏻🔥🙌🏼 cannot wait!
NOT_SARCASM,NOBODY TOLD ME that you can KNIT CLOTHING for the FARM ANIMALS in cottage living. This is my life now.
NOT_SARCASM,"@AsdaServiceTeam imagine your delivery being 2 hours late, and imagine calling up your service team only for them to hang up at 10pm, coincidentally the same time the office closes. But it’s okay, my £3 delivery fee is being refunded though 👊🏻"
NOT_SARCASM,What’s in the pollen this year bcos this hayfever is up in my GRILL
NOT_SARCASM,Gets James off ffs
NOT_SARCASM,Miley Cyrus singing Jolene is easily one of my favourite things in the world 😌
SARCASM,I got called ugly on Twitter by an uneducated teen who refuses to show his face:( I’m gonna cry myself to sleep😭 I’m in gut wrenching pain!
NOT_SARCASM,We live in a society that has normalised debt as a part of our lifestyle. Let's normalise saving up our money before buying things.
SARCASM,"I love calling my mom early in the morning and waking her up, I take it as pay back for all the times she never let me sleep in 😜"
SARCASM,Great night last night! Muggins here is the commis chef crouched down in the corner. Seriously an honour to help raise money for @acf_uk and work alongside these stellar chefs. Thanks for having us @nickg67 @frontlinechef! https://t.co/mkiTEpMzaz https://t.co/SVgdFYHyi4
NOT_SARCASM,When my girlfriend goes to work I’m not sure what to do tbh.
NOT_SARCASM,@CarlJamesFowler All time favourite.
NOT_SARCASM,The world we live in today actually disgusts me.
NOT_SARCASM,I have some of the greatest friends
NOT_SARCASM,My dad is bringing me home Spider-Man Vans from Spain I cannot wait 🙌🏼
SARCASM,Yay for being locked out of your own  house because you forgot your key
NOT_SARCASM,Started with the sweating now we here ❄️⛄️❄️ (aka &lt; 70°F) #JustFloridaThings
NOT_SARCASM,My mum seriously out here trying to convince me The Queen has gone part time
NOT_SARCASM,thinking about getting a jibbit for my crocs that says swag
NOT_SARCASM,I’m back at my beloved Mecca Bingo and I’m very very very happy about it 🤩
NOT_SARCASM,Liberty just went 95 yards on us with ease. Damn we’re so soft
NOT_SARCASM,"@Itsaspacesuit @NickHintonn I’m right there with you, I always compliment people and it’s interesting the different ways it’s interpreted."
NOT_SARCASM,Trader Joe's Candy Cane Joe-Joes are pure crack and I cave to them every year.
SARCASM,CLB cover art makes me want to pound my knees with a hammer.
NOT_SARCASM,"#NoMoreLockdowns #NoMoreLockdowns, not great. people  who promote this stuff are pretty irresponsible. The new variants now emerging appear to be adversely affecting younger people, take a look at South America.  keep yourselves safe and remain cautious."
NOT_SARCASM,I’m defending the land I have left. Click https://t.co/3vXqNbqJqr to do the same. https://t.co/Im5HpQWABQ
NOT_SARCASM,Got my xqc hoodie and signed card a few days ago. Feelsgoodman. https://t.co/FT47oJE1Mr
NOT_SARCASM,"fuck off calling your book ""eleanor oliphant is completely fine"" twee curly license-free font horseshit. radio 4 book club dick ass. call your book ""Pussy Popping At The Homicide Casino"" or i am not reading it"
NOT_SARCASM,Facetiming my friends has made me realise how much i miss them :(
NOT_SARCASM,I haven’t used snap in so long and my short attention span/short term memory can’t keep track of what we’re talking about 😩
NOT_SARCASM,"Unpopular opinion: a cruise is my idea of hell. 

I don't care how expensive/ luxurious it is, it's a firm no."
NOT_SARCASM,Little NTA rundown coming at you
NOT_SARCASM,Both of these jeans are size 10. the ones in front are @CalvinKlein  and the ones in the back are a less expensive brand. You see the issue here right?? #FatShaming #clothessizing #DoBetter #jeans #disappointed https://t.co/NWm4rZlOYg
SARCASM,"5:30 banshee-like kitten zoomies are definitely my all-time favorite alarm clock, and the sound of jewelry boxes flipping over and burnouts on the wood floor make for the calmest, most enjoyable start to any workday."
NOT_SARCASM,I love how Javer only started to suspect Jean Valjean was the mayor bc of his big beefy muscles
NOT_SARCASM,Surely I’m not the only one who was disappointed by that ending... #Bodyguard
NOT_SARCASM,"Rewatching Wonder Woman tonight and I forgot *just* how much I love this film 💛 

""When you see something wrong in the world you can either do nothing or do something, and I already tried doing nothing."" https://t.co/XMsx7E6dvF"
NOT_SARCASM,Of course I was going to spend my birthday desperately trying not to poo myself
SARCASM,"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?"""
NOT_SARCASM,He has made everything beautiful in its time
NOT_SARCASM,"@MI37867601 @Christo66412045 @FIimdog @UpTheVile @JoPSmith25 @NewsForAllUK @DailyMirror I don't think they did, but I could be wrong. Jon Ronson interviewed a guest booker for the Jeremy Kyle show for his book, The Psychopath Test. There's a short exerpt of it here. It paints an ugly picture of how these guests were viewed and manipulated: https://t.co/EnbNS2xYWZ"
SARCASM,I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM
NOT_SARCASM,Happy Valentine's day I hope everyone gets pregnant so we can have more Scorpios in the world
NOT_SARCASM,maybe i’ll shut up about wisconsin drivers when y’all stop fuckin driving like that
NOT_SARCASM,Please keep my grandma in your prayers
NOT_SARCASM,tyler the creator is really good.
NOT_SARCASM,lalisa and money are so good and perfect for lisa i’m so so proud of her and i can’t wait for the live performance
NOT_SARCASM,Why did my wife decide we needed a new kitchen !2Days to strip the tiles and plywood off ! https://t.co/Z2Jy5JsgDK
NOT_SARCASM,chris evans will simple just blink and i will scream THAT WAS EVERYTHING KING UR SO CUTE
SARCASM,Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.
SARCASM,it's too bad i forgot how to play my clarinet so close to my recital
NOT_SARCASM,@michellegayle1 It is simply brilliant. It reels you in subtly! So so good.
SARCASM,Someone should’ve had me committed the day I decided to buy a pair of non-stretch denim jeans
NOT_SARCASM,went to a conference room for one of my art history classes and it was like the last supper of queers bc we all decided to sit next to each other
NOT_SARCASM,how empty of me to be so full of you
NOT_SARCASM,"Networking, networking and networking - big message from today’s key note speakers #PRS2021"
SARCASM,craving an ice pick lobotomy on this Friday afternoon
NOT_SARCASM,Random thought: how are “butt dial” and “booty call” such different things yet so similar in wordage?
SARCASM,wearing a cute jumpsuit is all fun and games until you have to go to the bathroom
NOT_SARCASM,"I feel like most teens/women are not told that hormonal contraceptives increase their risk for cancer before going on birth control, and that’s messed up"
NOT_SARCASM,Please send allllll the good vibes. The decision on the house we put an offer on is happening tomorrow. Please universe. You’ve shit on me a lot this month and it’s only the 9th 😩 https://t.co/cy8TKjMdkF
SARCASM,what a great day to be stuck inside 🙃
NOT_SARCASM,Give the #FarmersProtests at least half the time you spend staring at menus before eating food coming from those very farmers #FarmersStandingFirm
NOT_SARCASM,"@ChasetownFC1954 Don't get to as many games as I'd like, but always pick up a programme when available."
SARCASM,"If the sound of the rain outside wasn’t bad enough I’ve now got my neighbours climbing onto their roof and shouting ‘I love blowjobs’, perfect background noise for me trying to study 👍🏻"
NOT_SARCASM,I am really really feeling defeated today just ready to go to bed
SARCASM,#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️
NOT_SARCASM,"Sitting on our new leather sofa, windows open, rain outside, candle burning, Sex and the City on, glass of rosé in hand. This is it. This is a pure vibe."
SARCASM,"@MailOnline Another misogynistic, homophobic rapper.. how shocking!"
SARCASM,shoutout to the kid who brought a pineapple to hc and threw it around #madrespect
SARCASM,the fact that “breaking: school shootings preventable” was an actual headline on nbc tonight is actually laughable
SARCASM,Perfect way to end a 2+ hour @SunCountryAir deley: getting stuck on the tarmack at @mspairport waiting to go to a gate for almost an hour 🙄
NOT_SARCASM,Nothing can ruin a summer like hayfever
NOT_SARCASM,"Listen, while @MarieKondo’s folding method saves a lot of space (and it does), it doesn’t save a lot of time. If you have multiple shirts of the same color, you have to unfold each of them to see what’s on the front."
NOT_SARCASM,Hangovers are inhumane
SARCASM,"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :("
NOT_SARCASM,"https://t.co/RahMICqi7v loving this track by the late @Viola_Beach , vibes of Foals and Friendly Fires. Chorus brings so many feels, RIP X"
SARCASM,Got my first shot. Feeling pretty good. Kinda feel like buying some Microsoft products. The shot didn't really hurt. But what will hurt is if I don't take advantage of the Microsoft office deal going on right now for a limited time
NOT_SARCASM,Just found out crossfire is still huge and there's a console ver coming out soonish. Best bed time story I've ever heard
NOT_SARCASM,For so long Americans condemned greedy businessmen but made that their sole reason to elect #Trump. #POTUS #Greed
NOT_SARCASM,"Few of us who are in ""low classed jobs"" who are still in work as we are classed as essential workers are the same people who were claiming UC over the past few years &amp; got scrutinised for it.
#UniversalCredit is trending because now people see how UC isn't just for ""lower class""."
SARCASM,@TheLunaCinema @seetickets absolutely no response from Luna Cinema and my completely factual review on See Tickets has been moderated and will not be published 🤔 great to see @seetickets looking out for their customers. Excellent customer service all round 👏
NOT_SARCASM,i love video games
NOT_SARCASM,"After being mom shamed because my two and a half year old wasn't going on the potty, she indicated it was her time. She has 100% record, goes without being prompted, and pulls up and down her own panties. Don't let anyone make you feel less."
NOT_SARCASM,i still can't believe maisie and i are seeing marianas trench  heaven truly is a place on earth
NOT_SARCASM,what's the diagnosis for when ur dog sits down but headfirst
NOT_SARCASM,me and my gf are on a reality tv show binge lately does anyone have any suggestions for particularly Unhinged reality shows
NOT_SARCASM,Why is asking for a letter of recommendation so embarrassing
NOT_SARCASM,why is there a hurricane in the atlantic rn and where is she going
SARCASM,Old people don’t deserve rights
SARCASM,someone hit me w a horse tranquilizer istg ive been in a pool of sweat for 6 hours and i havent slept im so tired but i love my friend so much and oh my fucking god i cant rn
NOT_SARCASM,I just had to hide all ads from Crumbl cookies cause I’m fat and can’t resist temptation 😫
NOT_SARCASM,The end of of S3E2 money heist makes me v happy
NOT_SARCASM,i turn 18 today &amp; im not even gonna be surprised if my parents tell me I’m adopted bc my genetics would a lot more sense
NOT_SARCASM,my grandpa has covid so i made a lil care package with his fave snacks and a big blanket. he’s vaccinated and it’s still hitting him hard. i’m really sick and tired of the my body my choice mentality behind anti vaxxers bc it’s not just your body you’re making a choice for. god.
SARCASM,When your @Apple delivery gets stolen by a UK Mail delivery driver and the police know who it is but I still don’t get taken seriously🙃🙃🙃
NOT_SARCASM,"I love my boyfriend’s grandparents, but Greg had to say “if god exists” and now we’ve been getting preached at for 30 minuets about the Bible and I wanna go to bed please"
NOT_SARCASM,"Get your damn dogs out of the sun, it's not difficult 🐕🌭☀️🥵🥵🥵🤬"
NOT_SARCASM,there's so much going on in the world right now and i'm fucking appalled
NOT_SARCASM,Idk how ppl discuss their mental health issues openly on the internet
NOT_SARCASM,It's been such a good day💛
NOT_SARCASM,"If u watch the game at my house &amp; u talk during Cal's halftime interviews, my dad will frantically shush u and say ""God is talking!"""
NOT_SARCASM,"Well done @WestHam and @premierleague, great leadership! https://t.co/4IPXaK0Jpu"
NOT_SARCASM,"I tried to use GIMP but I hate it and it doesn’t work with my iCloud Drive. I’m thinking of just caving &amp; purchasing the Photoshop cc sub 😩

I think I can get away with just buying a photoshop subscription, I don’t mind Inkscape &amp; Shotcut."
NOT_SARCASM,happy one year vegetarian to me ❤️🌱
SARCASM,"""You're not a normal white girl"" lol ok"
NOT_SARCASM,former ww2 boys have a kink for polish women
NOT_SARCASM,"@fabulucy @den_jw Well now I am going to have to make my own... https://t.co/1UPUTyqChg
... ""frowned upon by the Scottish church"" - new tinder profile sorted."
SARCASM,"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted."
NOT_SARCASM,"“Oven ready, shove it in the microwave” and this man is our PM✌🏼"
NOT_SARCASM,@TotalHansi @JoeBiden Why do so many educationally subnormal Trump supporters really think Alaska is not part of the US?
NOT_SARCASM,"everyone gets all hyped about ancient debris, but where's my modern debris?"
SARCASM,is it illegal to discriminate against someone on the basis that they have a joker tattoo
NOT_SARCASM,It’s been several weeks now and I’m *still* laughing at @HenryShields saying ”Living room... living room...” in increasingly frustrated  tones... @mischiefcomedy
NOT_SARCASM,It's hard to cope without any hope.
NOT_SARCASM,Stepping off a plane and feeling the sun on my face is exactly what I need around about now.
NOT_SARCASM,"Got my coin today! Unfortunately it was chocolate but at least it was tasty! 

#goldorchocolate @millions https://t.co/6KqC3gzFN5"
NOT_SARCASM,So do men really not understand the expenses of raising a child or is it willful ignorance to vilify the women in their lives? Or some kind of terrible combo?
NOT_SARCASM,The NFL is rigged... change my mind 🤷🏼‍♀️
NOT_SARCASM,acu candlelight send off got me all emo :’((
NOT_SARCASM,#lateishshow abz from five https://t.co/Twio2C9XfW
NOT_SARCASM,dabbing is a gateway drug
SARCASM,"Lucky for 2nd placed Brentford that there's no stand out team like Leeds this year, or they might have no chance of winning the league. #ncfc"
NOT_SARCASM,"So after 7 months of unemployment, I start my new job on Tuesday, and then I move out next Friday.. I’m over here buzzing BUT NOW MY GEAR BOX IS FUCKED AND ITS GOING TO COST £800 TO FIX, IT WAS SUPPOSED TO BE A GOOD WEEK😭😭😭😭"
NOT_SARCASM,"...One of these is a massively expensive exercise in pushing the boundaries of what humans can achieve, and landing on Mars is also pretty neat!
This episode we're also tackling taking notes, reading new old comic books, and cheering on a rowing vet!"
NOT_SARCASM,All I’ve thought about for the last six months is wine. But expensive wine that you can only have once for your birthday and can never afford again.
NOT_SARCASM,God I really hope Etsy sellers can’t see the names of the lists I add their products to
NOT_SARCASM,"I think the most beautiful thing on tiktok I’ve seen is gen z coming together and literally creating a musical for Ratatouille, literally from set design to music and even choreography like what in the world 💀"
NOT_SARCASM,getting in a crash on january 1st seemed like the worst thing in the world but i’ve just been given the fittest hire car so 😚silver linings😚
NOT_SARCASM,"5 star personality
4.8 star uber rating"
NOT_SARCASM,"If you build your life on God’s love, suffering drives you deeper into the source of your joy. If you build your life on worldly things when suffering comes it will drive you away from your joy"
NOT_SARCASM,some of you actually got to ride in the car shaped shopping carts and it shows
NOT_SARCASM,I was getting off the skii lift today and this dude bumped into me and goes “oh i’m sorry little guy” ?????? Im literally 20. Also a girl
NOT_SARCASM,Honestly I just want someone to love me enough to bring me Grits and a Twix at 2:30am👀🙏
NOT_SARCASM,i love my life
NOT_SARCASM,@BBCScotBorders @PaulWheelhouse The % you quote is of those eligible. This is surely misleading?
NOT_SARCASM,In other news I have a job interview this week! \o/
NOT_SARCASM,I literally THOUGHT about a weighted blanket and it popped up as an ad on my Facebook 🙃
NOT_SARCASM,Good morning to everyone except Tristan Thompson and Jordyn Woods
NOT_SARCASM,"Don’t be too hard on yourself, forgive yaself for applying to much pressure and not leading with grace."
NOT_SARCASM,Still haven't fully comprehended I go back to work tomorrow.
SARCASM,my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃
NOT_SARCASM,talking about the capitol all day like i'm in the hunger games or something
NOT_SARCASM,"Is it just me, or do they keep taking The Associate on and off Netflix..."
NOT_SARCASM,The tea party? More like Diet Koch
NOT_SARCASM,I think I've figured out why Ted Cruz always looks like he's melting.  It's because of the flames constantly emanating from his pants. #TXSenateDebate #LyinTed #LoseCruz #PantsOnFire
NOT_SARCASM,This is my third time watching Jane the Virgin and I can guarantee I'll be watching it again as soon as I finish it. It's my comfort show which is surprising considering how dramatic it is.
NOT_SARCASM,Tim for prime minister #TheCircle
SARCASM,@kmflett And with a plentiful supply of rhubarb.
NOT_SARCASM,"this narrative of ""protection"" that women require is infantilising and off-base. it implies requiring smothering as opposed to freedom to occupy spaces, yknow, as people."
NOT_SARCASM,"my favorite thing in the world is turning on another reality show &amp; having katie and joey be like ""this is the dumbest shit i've ever fucking seen"" and then a week later they're 40 episodes deep yelling at the tv😌 my job here is done. we got em again boys"
NOT_SARCASM,@waitrose yet again breaking the UK formula marketing rules. Please educate your staff. @babymilkaction https://t.co/KIs8Qr6ojw
NOT_SARCASM,A week ago I was telling my mom I don’t want kids for awhile cause I’m not ready for the responsibility &amp; I have a lot to work on to be the best parent I can be. But I had a dream I had a baby and woke up sad bc I don’t have one 😩
NOT_SARCASM,"am i the only one who gets ""tomorrow"" confused with ""tomato"""
SARCASM,Throwback to when I answered the phone at work with “thank you for calling Courtney! My name is principal” wow I love myself
NOT_SARCASM,If drugs are banned from sports why isn’t makeup banned from beauty pageants?
NOT_SARCASM,I had a dream last night that a talking snake was trying to kill me with a bow and arrow. I don’t know how that would work but just a little insight into what goes on in my brain.
NOT_SARCASM,Forbidden forest was so peng
SARCASM,really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace
SARCASM,"North Dakota: *has one decent week of weather*
Mother Nature: NOW I SHALL CAST OUT THE SUN AND BRING THE COLDEST OF RAINS UPON THY SUPER, DUPER FLAT LAND."
NOT_SARCASM,"@SILVERSCASPER @elizableu She was gentle, he wasn’t"
NOT_SARCASM,Been playing Ghost of Tsushima and I love it!!!
NOT_SARCASM,"now I’m no mathematician, but pretty sure it doesn’t take 7 cops to arrest 1 person"
NOT_SARCASM,i can’t believe quorn chicken nuggets are that good
SARCASM,@sdeditgirl You should know a true Oregonian doesn't use umbrellas!
NOT_SARCASM,@claire_seiler THIS IS AMAZING
SARCASM,"Ah yes, back spasms when I take a deep breath. This is ✨28✨."
NOT_SARCASM,new years resolution: stick to my new years resolutions
SARCASM,I can't believe today is the last day we can be gay.
NOT_SARCASM,What is it about standing in the shower that makes it so easy to make important life decisions 🧐
NOT_SARCASM,12 POUNDS LOST IN 1 MONTH. BITCHES IT'S OVER FOR YOU ONCE I DO THIS FIVE MORE TIMES
SARCASM,High stakes legos
SARCASM,there’s no better way to wake up than having one dog jump directly on your stomach and knock the wind out of you while the other drop a dead rodent on the end of the bed. 😑
NOT_SARCASM,Simpin aint pimpin
NOT_SARCASM,Is there anything better and more comforting to eat when you're ill than toast?? No there is not
