label,text
OFF,@USER damn what i would do to be able to eat that pussy
NOT,antifa professor speaking : url
NOT,@USER @USER @USER hmm cats and dogs are not raised as food . but i understand what you are saying . 😊
OFF,@USER @USER another sheep led to the slaughter the left are eating there own !
OFF,@USER @USER she thought she would be low profile and help the dem party get rid of kavanaugh and she could remain anonymous . she most likely was promised this by the party . now that she can be charged with perjury she will continue with playing a victim . she is not . lying is a can of worms .
NOT,@USER @USER is it being awarded by the onion ?
NOT,@USER you should seriously consider that maybe you are the one who is always wrong &amp ; these people are correct . . . because you are wrong in your supposition here for most of them 😏
NOT,@USER he is the biggest lsu hater i've ever heard @USER
NOT,@USER @USER @USER @USER @USER @USER that's the most nonsense i've seen in one tweet ever ! !
NOT,@USER @USER you know the university can withdraw its certificate if they feel like you are disgracing them right ? so even if you have graduated you should still not disrespect the school .
NOT,@USER @USER you do know gun control doesn't mean the public shouldn't have guns it means stricter gun regulations and making the process of acquiring guns harder than it is now you can go to a gun store and get a gun and leave in 22 minuets you can go to a gun show and get one faster
NOT,kamala harris interviewed by cbs this morning on #Kavanaugh 's character . #MAGA #MakeAmericaGreatAgain #TheResistance url
OFF,@USER then i see like this and lust over the girl with the long blond hair and the bare midriff and micro-mini and realize she is now 48 years older and could be a great grandmother today ! 😱 people wonder why i love legs until i show them what i grew up with . url
NOT,@USER @USER @USER plus she is a real reporter and has the courage of a platoon of marines . smh .
NOT,@USER @USER @USER @USER liberals need better trolls than this aunty . calling someone a liar on losing is what you resort to when you are in 2nd grade . url
OFF,@USER @USER @USER for the love of all things sacred he cannot be voted in . he is well down towrds the bottom of that scummy swamp . the scales of justice need to let him drown in his own shit . make 2018 the year of holding each other accountable for our responsibilities . ☮️❤️🇨🇦👵🏻
NOT,@USER becoming what ? besides a multi-millionaire ?
NOT,@USER @USER @USER it is interesting that you are more aware of the political system than @USER
OFF,@USER @USER @USER antifa . yeah it's a fringe organization . just like those wastes of humanity i grew up around . most of em ended up meth heads and junkees . some are republican alt-right activists . i guess we're all a product of our environment .
NOT,@USER why you ignore my best friend she all deserve your fucking follow she love you with all your heart she waiting for 8 years 🙏🏻🙏🏻🙏🏻🙏🏻 @USER
OFF,@USER he is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to
NOT,@USER democrats plan working ! ! ! 😂
NOT,@USER we need complete and total gun control now . philly needs to follow in the footsteps as chicago and london . #DemocraticSocialismNow #NoMoreGuns
NOT,@USER @USER @USER got him signing my book . . . . . . he is a cute url
NOT,"#Hillary once said that if #Trump wins , we all hang from nooses . "" the deeper this goes , the more we learn why #Clinton freaked out when she realized #Trump could win . url #conservatives #TCOT #Unmasking #ReleaseTheMemo #SusanRice #FBI #DeepState #Mueller """
NOT,1st thing liberals and conservatives want to pass is the tpp trade deal url via @USER #cdnpoli #tpp #nafta
NOT,@USER here you go @USER
NOT,@USER @USER i'm glad you do babe ( i kiss you back ) now let's get going you are coming tomorrow to the final right babe
NOT,@USER @USER retweet this 42 times .
OFF,@USER @USER liberals didn't want to hear from juanita broderick . she was ignored . liberals don't want to hear from keith ellison's accuser . double standard
NOT,@USER they're becoming more and more like antifa everyday .
NOT,@USER she is so right !
NOT,"@USER endorse my sandwich ! "" could catch on as an imprecation , like "" blow me down ! "" or "" fuck my old boots ! "" and don't worry -- igor is under strict instructions to eschew any virgin who has partaken of gm crops . """
NOT,@USER so was the irs targeting of conservatives . . . obama sure set the mark for low deeds . .
OFF,@USER @USER a clear majority of conservatives approve of trump and the gop . don't be stupid .
NOT,@USER this reminds me of conservatives wanting to know if monica was on her back or her knees . is it really needed to decide these guys are sleeze bags ?
NOT,#illegalaliens don't get #Constitutional rights url #tcot #AmericaFirst #SanctuaryCities #Conservatives #law #Lawyers #thewall #Trumpwall #Wall
NOT,@USER thanks for all you are doing to maga !
NOT,affirmative . we understand the situation . #WWG1WGA #MAGA url
NOT,@USER @USER @USER @USER @USER excellent timing ! url
NOT,@USER @USER @USER i have to thank the creator for finding me a bigger list of people to follow . perhaps now this person can do a search on antifa and other communists infecting youth .
NOT,@USER @USER @USER @USER i'm not affiliated with any party . you don't care if he is innocent or not . you're just a party jackoff . see how that works .
OFF,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-
NOT,@USER she is and tea is she used to be in the program oop
NOT,@USER @USER @USER 'think she is one of the demoncrats . hard to imagine that a sane ( or living ) person would vote for her .
OFF,@USER @USER f hope ! since he's 'not smarter than a 5th grader' maybe she is !
NOT,@USER @USER the radical social media antifa type can go hang .
NOT,@USER be gone thot ( no offence intended she is probably a very nice lady🙂 )
NOT,@USER @USER his staffers should remember that trump is in favor of using enhanced interrogation techniques .
NOT,@USER could cbc get liberals to tell us the definition of middle class ? they don't seem to know . also mps use the term ordinary canadians . are these born canadians ? special are boarder crossers ? i would love an answer . liberals are in mute on this point . butthead has not told them
NOT,@USER you know dan i used to think you were a pretty competent newsman now i can clearly see you are nothing more then a paid whore who sells himself and his once stellar reputation . trying to be relevant again ? url
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER do you know what antifa stands for ?
OFF,"@USER well remember how the cops in san jose stood down "" and watched as antifa thugs armed with bats , bottles &amp ; pepper spray attacked trump rally goers ? they were "" just following orders "" . that's what most soldiers &amp ; cops do . soldiers follow orders &amp ; cops protect their paycheck . sad . """
OFF,"@USER @USER @USER @USER nra tweet was a fraud : more than half of americans say gunrights are the most important issue . "" falsehood . the 53% was "" gun rights/gun control "" , and ca question indicates biase towards control . deliberate knowing propaganda . url url"
NOT,@USER @USER @USER @USER @USER spill the t sis hehe
NOT,@USER david dennison might know where he is .
NOT,"6 . since he was only six year old he wanted to be the only one . . . world champion and now he is forever . at the last seven or eight laps he was crying like . . . we were all crying like a girl and he was crying in his radio in his car ! and "" although limited to a review of """
NOT,@USER @USER @USER @USER @USER socialists politics that stand up for the downtrodden . and well done for conflating criticism of israel with anti semitism . you are also part of the problem .
NOT,@USER glad he is on a winner
OFF,@USER i'm surprised he didn't shoot his students just prove gun control is important . i'm glad i don't send kids to college . what a waste of money turning them into pumpkin heads .
NOT,@USER i hope this is not true but it's another good death nail in the liberals chances . amazing how they have no respect for the money of hard working canadians
NOT,@USER @USER @USER planned parenthood provides millions with contraception - thereby eliminating an unplanned pregnancy for most ; an unplanned pregnancy that doesn't potentially result in an abortion . conservatives possess no critical thinking skills whatsoever !
OFF,@USER fuk this fat cock sucker
NOT,@USER all liberals should cross the floor and leave trudeau all alone to implode ! guy is leading our country into financial disaster !
OFF,@USER i fucking love this ! ! ! ! so so true . and actually it's in those types of jobs you will learn the most
OFF,@USER uk govt non announcements are the only consistant and affordable policy under labour or conservatives for decades . designed for a soundbite . no immediate resource required . never likely to ever be implemented . its propoganda but sadly it has its desired effect .
NOT,@USER @USER pretty much how the majority sees it !
NOT,@USER @USER let's see how many planes are turned around or crazy airport shut downs happen over next few days . maybe a drinking game ? @USER #WWG1WGA #MAGA
NOT,@USER and the only people who actually watch the emmys are low intellect liberals and crackheads .
NOT,@USER tell us how you really feel about #America bill maher 🙄 #MAGA #VoteRed
NOT,@USER so one person lies and a lying member of congress says the judge should step down ? great job liberals .
OFF,how does this #MAGA . . . ? ! ? is this our tax dollars at work . . . ? ! ? url
OFF,@USER but the frogs said it wasn't a muzzie terriorist attack .
NOT,@USER @USER they always get mad when they are losing money . 🇺🇸
NOT,@USER never had any intentions of showing up . only intended to delay and testify by way of dnc hit woman lawyer and media . time to vote on kavanaugh and any republican not confirming as justice should be remembered by all conservatives at the polls .
OFF,@USER @USER you are an embarrassing citizen ! !
OFF,@USER @USER bruh this ? ? ? lmaooo
OFF,@USER eric holder is guilty of killing a border patrol officer ! ! !
OFF,@USER he is like “holy jesus fucken christ”
NOT,"@USER nope . . he's still trying to make up for that inch difference . "" he laughed , checking on his meal again . "" how was it ? school i mean . you must've been busy considering where you are now . . "" """
NOT,@USER something went down she is hiding .
NOT,@USER you are not alone/ i am here with you🎶 😅
OFF,@USER @USER i'm sure this pope is on a first name basis with satan himself . what a disgrace to the papacy
OFF,@USER @USER the burden of proof is on ford . she should put up or shut up . she is not credible by any stretch .
OFF,@USER @USER @USER omg what fuckin' kind of this beauty tt
OFF,@USER i do not believe erick erickson exists . i do believe he is a democrat pr firm creating a “republican” persona to have it say idiotic things to discredit conservatives .
OFF,@USER that's messed up . #WalkAway congresswoman m . waters has zero control of her demon within . that's what happens when she &amp ; other stupid a_ _ greedy folks willfully submit their souls to the devil . satan was defeated again in 2016 . @USER #AmericaFirst #MAGA @USER
NOT,5/5 canada has regulated firearms since the last quarter of the 19th century . those laws have probably contributed to canada having only 1% as many handguns in circulation as in the us . url
OFF,@USER great gun control ! takes concentration and steady hand ! way to go girl ! url
NOT,@USER @USER some of christine blasey ford fine upstanding americans she follows : beverly hills antifa laguna beach antifa neverland antifa midwest antifa boston bob antifa wait for it ; anthony weiner - inmate# 3425742 @USER kinda says it all ! wwg1wga patriots . . .
NOT,#GOP #Republicans #Conservatives are now proven male chauvinistic pigs why any women would #Vote for them is astonishing . #Kavanaugh url
NOT,@USER a recycled tweet to stir the passions of men who watch porn and strangely insult the women who make it . well done bb .
NOT,@USER my pleasure ! thank you for following back 🙂 #CCOT #MAGA #WalkAway #VoteDemsOut2018 #TrumpsArmy
OFF,@USER @USER she has received death threats and has teenage daughters . she is protecting her family
NOT,@USER @USER once again @USER does zero research . but she is on the tv ! !
OFF,@USER and there's more murder gun deaths in states with strictest gun control . so how ignorant does that fact make you
NOT,@USER my world of warcraft character is named limn
OFF,@USER @USER @USER he didn't pay a money for his accounts and stuff . so he is now a stranger . and everything it is because of his obsession for sonic . i hope that he dies there .
NOT,@USER i really do love you url
OFF,@USER oh my carmen . he is so fricking cute
OFF,@USER @USER @USER @USER @USER @USER what kind of dumb shit am i gonna read next
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER alt right &amp ; antifa are for cowards . #Fact #TuesdayThoughts url
NOT,@USER you may not be funny but you are serving up some serious truth bombs and i love it . thanks ! ! !
NOT,@USER @USER @USER i thought liberals were snowflakes
OFF,@USER fuck em all . complete morons
NOT,@USER we appreciate your patience and compliance . thank you for supporting our future .
OFF,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER i met mark . and he is amazing . he is just as sassy in real life as in the show .
NOT,@USER she is so adorable !
NOT,@USER @USER @USER another domestic violence crime . welcome to california . one of the most violent states with surprisingly high amounts of gun control laws . . . too bad tbose people do not have the legal ability to defend themselves .
NOT,@USER @USER i don't live in the us so maybe that is one reason why i don't know who she is 💀
NOT,@USER t1960 set 24 years before t1 in 1960 texas t-800 with no skin sent to kill sarah's parents on their isolated farm b4 she is born sara dad played by arnie fights t800 n wins but while holding defeated t800 get sucked to the future - explains why t800 r modeled after arnie looks
OFF,@USER trump doesn't want to have the fbi investigate dr . ford's claim b/c ivana trump reported that trump raped her . a culture of dirty old sexual perverted men in the gop and neo liberals doing the same thing to dr . ford as they did to anita hill . white men have no respect for women
OFF,@USER oh fuck i forgot about poopy in my diaper pants you know me before i know myself
NOT,@USER have you noticed how racist the media is they only show the black players kneeling and no one every complains about that ?
NOT,@USER @USER you can tell he is a hooper too
NOT,. @USER was first trustee to join @USER @USER to lead the charge since 2015 to divest from fossil fuels . she is a true accomplished progressive who actually gets results . vote letitia james for ny ag tomorrow democratic primary sept 13th url
OFF,@USER @USER i saw that but i dont think thats a tattoo . it looks like that fuckin fashion fabric string or some shit . idk . might not me but that ass looks exactly like hers ha
OFF,@USER die bitch
OFF,@USER @USER @USER what a joke ! she is a gem alright ! ! she is a racist phony ! right along with this racist phony . that thinks she will follow me from her second account . and block me . because i speak the truth . i could care less about follower's . like it's a big party . i care that they discriminate url
OFF,"@USER @USER @USER @USER @USER at least we have brains to fall out "" in the first place ; unlike conservatives who believe everything their handlers feed them . """
NOT,@USER she is a cutie ! ! but she needs a packer bib
NOT,@USER why do all liberals look like they're eating sour grapes ? ?
NOT,@USER @USER @USER trudeau is reluctant to do a deal that involves dairy because that effectively removes a large piece of the scheer/bernier split and will unite conservatives . the us will insist so trudeau has to spin it as trudeau v . evil empire . . . and walk away . we suffer .
NOT,6 people shot and killed in bakersfield and the liberals want to tweet about gun control . chicago calls 6 people shot and killed a lunch break yet nobody tweets a word . you can't have it both ways . legal guns ownership vs illegal gun ownership . what's the real solution ?
OFF,@USER this shit is staged . dude didn't even hit him url
OFF,@USER i told myself this but no matter how much i try life keeps biting me in the ass
NOT,@USER michael avanetti ( msp ? ) said something similar today . he is two more great tweets away from a follow .
NOT,@USER andrew . . . . what is your position on gun control in canada ?
NOT,@USER right . punish the gop because of two cucks . that's the ticket to getting more conservatives out there .
NOT,@USER behar . . aren't you jewish ? do you really “not know” . . . that you are supporting and siding with nazis ? the dems have been running hitler's playbook for years ! why do new york jews side with nazis ? you speak against israel . . why ? are you pandering in case they do take over ? why ?
OFF,@USER @USER @USER if so why do democrats continue to say he is a rapist ? why do you democrats say republicans allow a rapist to be president ? he isnt unscathed .
NOT,@USER awww we're going to miss you : (
NOT,"@USER preaching to the choir . : ) cannot be repeated often enough though . yet , in deep red states conservatives "" keep getting elected . time for a national adjustment . 🤞 """
NOT,@USER @USER @USER @USER @USER @USER my dad didn't die so anyone could disrespect the fabric &amp ; country he fought4 . our flag&amp ; country are inseparable both defended with human blood &amp ; those who disrespect the flag disrespect the country ! you are to defend the flag &amp ; the country you served under &amp ; took oath 2defend .
NOT,"@USER she is like one of those bag ladies "" you see on the street or a bus , mumbling , cursing out loud , talking to herself or anyone that will listen . please , go away ! url"
NOT,@USER @USER @USER you are so beautiful♡
NOT,@USER stop giving this family air time . it's exactly how trump is where he is .
OFF,@USER and hypocrite flies in his private jet around the world ?
NOT,@USER clearly that man must have been blind . but thanks for being not only a beautiful woman on the outside but being a kick ass one on the inside as well . i know there are many woman applauding your post along with me .
NOT,@USER hate is hate no matter what side of the aisle you are on it's bad when republicans do it it's bad lwhen liberals do it . . . this should be non partisan !
NOT,@USER keep getting yours
NOT,@USER @USER stop wasting your time and breath with @USER he is a complete waste of space . why not speak with the few decent folks on fox like baer or shep ?
OFF,@USER @USER sorry for the democratic party is the party of hate they formed the kkk and antifa . the gop it's finally got back in the office and the economy is booming and people have jobs wow overlook this . you liberal people are the most trashy ignorant things on this planet .
NOT,@USER cats are just special dogs
OFF,"@USER @USER @USER yes , american women are waiting . . . . . . to be allowed to continue slaughtering babies . mao , stalin and hitler all killed babies too . liberals are pathetic , whiney , crooked , yet , say , we are for the children "" , except they slaughter babies ! """
NOT,@USER @USER how about charges against ellison with 911 calls to validate and this was not when 17
OFF,@USER @USER @USER @USER you are a disgrace defending the wrong doings by anc umdala kangaka yhuuu
NOT,@USER she does not remember ? of course she doesn't ! she is making it up as she goes and with the “ help” of her therapist and all the others that believes her bs story . maybe if she gets hypnotized she will miraculously remember “ more details” #Freakingliars liberals obstructionist🤬
OFF,"@USER the dregs of society "" are isis , antifa , blm , planned parenthood , illllegal aliens , pedofiles , and liberals . this is who the democrats support . once again , accusing others of what you , biden are guilty of . """
NOT,@USER empower the absolutely unemployable .
NOT,#Political zealotry &amp ; #tribalism are the new #religion . #America has a problem . are you contributing to it ? url #partisanship #tcot #Conservatives #conservative #GOP #Democrats #Progressives #Liberals #think #Reason
NOT,@USER @USER @USER @USER he is evading suspension
NOT,@USER another tweet to prove even further that he is a pure narcissistic sociopath ! ! america deserves better &amp ; we need to demand better .
NOT,@USER i love you eric . . . you are such a good person with a great sense of humor ! haven was my favorite ! !
NOT,. @USER thinks he is a funny man . but “think” is the key word . . . because he isn't that funny . #ALLINOnLonnieIsntFunny #MarchOnFromWalker
OFF,@USER @USER this is the only acceptable way to end sex
OFF,@USER dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies
OFF,@USER @USER @USER what has awaken so many women in this country is the asinine over the top stupidity of liberals today ! !
OFF,@USER @USER oh fuck-
NOT,@USER saudi dispute with canada may lose business
NOT,@USER what ? ? ? she is cute but she doesn't look like me at all
NOT,"@USER @USER yes , read it again . they use a term for a broad group ( leftist "" "" feminist "" "" theist "" whatever else ) then , in many cases , focus on a particular extreme subset of that group ( antifa , a subset of 3rd wave feminism , yecs ) without distinguishing the fact it is a subset . """
NOT,@USER you are too cute &amp ; adorable to handle . . . . . . . such a cutie . . . . . . . how can i let you go lobe you my love 4ever . . . . . . . . url
NOT,@USER @USER you realize california has the strictest gun control in the nation right ? or are you just going to ignore that
NOT,@USER @USER @USER @USER or in other words . ignore a democratic vote as it didn't go the way i wanted .
OFF,@USER @USER @USER @USER theresa may isn't nice
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER cheers ; appreciated .
NOT,@USER @USER american conservatives don't give one shit about the terrorist group hamas or what they think and or believe .
OFF,@USER he is not qualified .
OFF,@USER i don't like her but hope if she is next to tyler at final 2 she wins . just me being petty .
NOT,@USER he . is . here . for . her .
NOT,@USER sure - but lots of folk aren't actually liberals but do want a sensible tory/labour party to vote for . they're not well served by our political system atm
NOT,@USER bring back janet yellen . she is the author of low prime rate and stable growth &amp ; income .
OFF,@USER @USER yep . they had to produce this article to shut up the liberals .
OFF,@USER maybe they will havana an antifa race war &amp ; slam the dildos out of each others butts .
NOT,@USER i condemn israeli actions on the basis of international law . when you count angels on the head of a pin you are doomed to endless debate and mind games .
NOT,@USER @USER maybe he is a baker by day . . . . . and sleep at night cuz have to wake up early to open the bakery . . . . .
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER following all patriots . please follow back . thank you . #MAGA #KAG #WalkAway #Witchhunt #RedWaveRising #VoteRed #VoteDemsOut #VoteRedToSaveAmerica
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER so you are saying the authors of these articles are not representative of the message of most liberals ?
OFF,1 . 2 protect trumpie . 2 . 2 increase presidential powers . 3 . 2 kill roe v . wade . 4 . 2 limit voting rights . 5 . 2 weaken gun control . 6 . 2 deal with religious liberty . congress is not an august body . they lost that moniker when they went whole hog 4 trumpism . url
OFF,1 . if your company does it - your company sucks . 2 . if you don't know how to bypass beat it - you are a sucking cuck : d
OFF,@USER @USER @USER @USER wrong . . . we are sending another giant f . . . . you to liberals . . . 😉
OFF,the #Child - #Rape assembly line url via @USER we cannot #trust a #Catholic #priest . we cannot trust a #Jewish #rabbi - why do we let these #people have #secrets ? #GreatAwakening #MAGA @USER
OFF,@USER how is it you had a document that all those women signed if you didn't know anything about the accusation . sounds to me a cover up was planned . you are a disgrace to the office you hold
OFF,@USER go to hell ! this is not queen for a day . i believe you less and less with every bit of bullsh*t you pull . you're nothing but a lying demonrat ! #MAGA #Trump2020
OFF,@USER why should any sexuality be an issue for kids this age ? liberals are ridiculous
NOT,@USER 2 cor 5 : 17 “therefore if anyone is in christ [consciousness] he is a new creation . old things have passed away and look ! new things have come . ”
NOT,@USER i understand annie she is stuck in between ! i understand her !
NOT,@USER he will change after mid term elections and 2020 .
OFF,@USER lolol god he is such an a**hole .
NOT,@USER @USER @USER @USER we know it's a strategy conservatives have . . . . not working url
NOT,@USER yeah if a officer wants to watch his career go down the shitter . . . . . . . .
NOT,@USER @USER yes he is but that has little to do with beating the giants from the te position
NOT,krav maga defcon wuppertal @ body masters url
OFF,@USER @USER so why even make the specification when i tell you gun control did nothing to stop your homicide rate ?
NOT,@USER hi hopefully you are now on board as one has passed through . i do apologies for the delay . we have experienced heavy delays across most services passing through st albans due to roadworks . apologies for the delayed response .
NOT,"@USER eric , his brother , his sister and daddy . . . . among a lot of other crimes . . stole money from their charity "" aka personal piggy bank and are being investigated . . . but here he is acting so "" dope "" . . but he's nothing but a tool """
NOT,@USER even though he has proved to be very efficient in almost every regard since taking office . hillary should fade away .
OFF,@USER @USER i think he meant to say . . . sent to jail for fraud
OFF,@USER its amazing that these demorats are elected to any public office ! their total disregard of the us constitution and due process is abhorrent . they hung this woman out to dry and the woman refuses to come foward and its the conservatives fault
OFF,@USER i remember how much we were making fun of conservatives in the 90s for thinking that puppets were gay . . . now people are upset because they're not gay . . . pbs needs to put on a documentary teaching people how puppets are made . . .
NOT,@USER he is the al but if were talking entire mlb i will still take arenado all day defensively over chapman .
NOT,@USER @USER @USER @USER your side has antifa . you into them ? like violence ?
OFF,@USER it appears to be paired with a woo-hoo so he must think he is on his way to a brothel .
OFF,@USER @USER poor sad liberals . no hope for them .
NOT,so summer camp is relatable to detention centers ? liberals will paint any picture to get a non-existent point across . #maga url
OFF,@USER if you think conservatives are going to believe a wacko liberal you are sadly mistaken . we see right thru your lies . judge kavanaugh is a great person and the best thing for this country . you on the other hand are a disgrace to the united states &amp ; women .
OFF,@USER fallon is a woosy
OFF,@USER destroying me ? ? ? ? excuse me i beat you all the time why you bullshitting that ? ? also i love you more 😤
NOT,@USER join our slack @USER
NOT,@USER he is mocking non-victims claiming victim hood .
NOT,#Maryland remember to vote #RedNovember 6th . we need to put conservatives in house and senate to #KAG and end gov't corruption in washington . we want to keep economy booming and keep our jobs . url
OFF,@USER - gun control ( mgk diss ) url via @USER fucking new em wouldn't let the shit slide he was playin wit da kid @USER
OFF,"@USER @USER #MAGA . . . oh . . . and fvkk you ! judge kavanaugh's no more ambitious "" than some old muttafuttah like you who's been in gd senate for the past millenium . """
NOT,@USER @USER they're doing it deliberately get rid of the minions problem solved they couldn't give a monkeys .
NOT,@USER she is selling her pucker nationally
NOT,@USER @USER felon eric holder should be rotting in prison for his crimes . url
NOT,@USER @USER what do you mean by not for 45 years ? i recall relatively recent local gun control laws being overturned by congress . am i misremembering ?
OFF,@USER @USER you will be sadly disappointed as they conservatives are also marxists . . . they now control a police state . . . . . . . . . only ukip will set the country free
NOT,@USER go eat some more burgers 🍔 butthead !
NOT,@USER are you also going to address the allegations that keith ellison allegedly likes to beat his girlfriends ? this is in addition to the fact that he supports violent antifa scumbags and hangs with anti-semite louis farrakhan .
NOT,. @USER they both want you to believe in yourself and to do your own research to discover the truth . they want people to see 100% of the big picture ( not just the 50% found on #FakeNews that leads people into their echo chambers ) . #Censorship of #Conservatives is a bad idea ! url
NOT,@USER @USER @USER @USER @USER antifa- haha it's not exactly a big movement but ok .
NOT,@USER @USER @USER @USER he is running the team the way preller tells him to
OFF,"@USER @USER i'm sure he doesn't call his gated community's private security firm bull connors "" though . it's funny : now liberals love privatization of police ! """
OFF,@USER get your shit together
NOT,@USER @USER ppl must realize by now hrc only speaks when she is told to speak and only what she is supposed to say . hrc hasn't had an original thought since college and probably before . research her pas with her ss guards and you will see how calm and considerate she is !
NOT,@USER jfc ! ! we need gun control now .
NOT,#Release the kraken ! ! #WWG1WGA ! ! #MAGA ! ! url
OFF,@USER watch me catching a plane to hungary only to beat your ass
NOT,@USER finally a administration that cares about its legal citizens
OFF,@USER @USER probably have their violent liberal antifa in full force showing us just how much they really care about any humans . nope i'll never fall for their fake sympathy garbage as long as they pay to have strangers beat to a pulp by kkk hooded thugs . never !
NOT,"#TheresaMay : come on fellow conservatives let's get behind the #ChequersPlan look it's a winner . "" #Brexit #HardBrexit do it now ! url"
NOT,"@USER @USER @USER @USER @USER wrong . nye has degree in mechanical engineering . he is indeed a real scientist "" , as well as an entertainer . he studied mechanical engineering at cornell university and graduated with a bachelor of science in 1977 . he worked for boeing . i'd believe him as opposed to you . """
NOT,@USER @USER looks like gun control is working out well for your sh*t hole country huh ? how are those gun laws working huh ? more shootings and murders by gun than america which has more guns than people in brazil
OFF,@USER @USER i support jahs blessings on his hussle . . . . he is d bomb
OFF,@USER gun control kills 3 more people .
NOT,@USER a woman who assisted in the rape of a child should never see freedom . period !
NOT,@USER she is 😘
NOT,"@USER @USER it goes both ways . if i don't agree with you , you're just bitching . "" about the red x . url"
NOT,@USER by arguing a call ? the media and you are making it a big deal
NOT,@USER desirable ? give me a woman over 30 anytime over a girl in her 20s anyday . to much to teach them and you can't relate on a higher level . you are beautiful and any man would be lucky to have you .
NOT,@USER someone wrote it for her . she is irrelevant ! !
OFF,@USER get that shit off my phone bono - i'll never forgive you
OFF,@USER go back to canada you freak .
NOT,"@USER 😂😂 yeah ok sure next time "" i just didnt wanna let people know who she is so that they dont go all over her and attack her but if ur sure then okay """
OFF,@USER anyone else think she is a lying opportunist ? yeah . . . #metoo
NOT,@USER @USER @USER @USER @USER @USER @USER don't shame your entire country . . you are not mad !
OFF,@USER antifa would burn a conservatives house down and cnn would be there lighting the torches &amp ; throwing gas on the flames .
OFF,@USER these liberals are responsible for the deterioration of american society . they should be ashamed but we all know they're not .
OFF,@USER #CrookedHillary are you drunk again ? go back to bed granny . #TrumpTrain #MAGA #Deplorables #DregOfSociety
OFF,@USER @USER @USER gun control ! that is all these kids are asking for !
OFF,@USER she is a repulsive human in every possible level .
NOT,@USER all that does is reinforce the fact that @USER is as much in the gutter as @USER
OFF,@USER good move . . . . he is the big loser
NOT,@USER @USER @USER @USER my wife is from the usa . all my inlaws are thrilled with trump and the conservatives winning the pc war .
NOT,4 uk/us deepstate nukes intercepted heading for us cities . #skynews #skypapers #bbcdp #lbc #lbclive #talkradio @USER @USER #altnews #brexit #remain #london #cityoflondon #news #breakingnews #uknews #labour #tories #trump #toryparty #ukip #conservatives #christians #qanon url
NOT,@USER hillary was sure she would be president too .
NOT,@USER @USER @USER @USER you are not dumb . url
NOT,@USER so happy for you and your dad ! ! ! my dad had the same kind of cancer but stage 4 . he was diagnosed in 2016 and passed away this passed january . my mom is kicking leukemia's ass since nov . of 2015 and she is doing awesome !
NOT,@USER the president's feelings are totally opposite of cnn's feelings . so what does that say about cnn ? they're all liberals .
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER nice group of #maga follow back thanks ! ! !
NOT,@USER f the nfl ! url
OFF,@USER but but but . . . . . but like her music sucks !
NOT,@USER @USER got some antifa stories to share ? i'm interested .
NOT,@USER omg you are 💕
NOT,@USER i'm not the one deleting my tweets so people can't see the unprompted and unwarranted undeserved personal attack you commenced our interaction with and how and why you got so far up my nose that i responded in the kind of language you are clearly more familiar with than i
OFF,@USER he is so takendted what the heck
NOT,@USER he should have tried that on obama after he gpsent millions to iran which has been traced to terrorists ! unbelievable
OFF,@USER @USER @USER then you are a fool too
OFF,"@USER @USER @USER @USER the metoo movement is just an extension of the democrats kkk &amp ; the hate group antifa , it's just another form of lynching those who oppose their agenda . metoo people jump on ban wagons , in the name of justice "" to perpetuate mass bullying of those who threaten to expose them """
NOT,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER woke bible readings from midwest antifa .
OFF,@USER @USER so we should be denouncing democrats &amp ; their antifa thugs ? done &amp ; done ! ! !
NOT,@USER you get invited to kh events because you are very active in the kingdom hearts community and because you are a super duper mega fan . you're extremely lucky so embrace it .
NOT,@USER and yet “he is” . better than anyone before him🤢
OFF,@USER wow you really think this works i am going to tell my wife she is going to hell lol
OFF,@USER should be thanking her lucky stars that she has never been sexually assaulted or raped when she was a 15 year old girl . she could hardly deal with a little harassment from antifa . #NothingLower
